CaseID,Activity1,Activity2,Activity3,Duration,NextActivity
1-543979253,1,3,5,11010,1
1-544969832,1,1,2,7.000000002,1
1-544969832,1,2,1,1365,2
1-544969832,1,2,2,113,1
1-544969832,1,4,1,871,2
1-544969832,1,2,1,16447,7
1-544969832,1,7,1,376795,3
1-544969832,1,3,5,11023,1
1-544976636,1,1,2,12,1
1-544976636,1,2,1,1404,2
1-544976636,1,2,1,249,2
1-544976636,1,2,1,16,2
1-544976636,1,2,1,17303,7
1-544976636,1,7,1,376794,3
1-544976636,1,3,5,11024,1
1-550213097,1,1,6,1.000000003,2
1-550213097,1,6,2,199,2
1-550213097,1,2,1,11,6
1-550213097,1,6,2,18,1
1-550213097,1,2,2,1.000000003,1
1-550213097,1,8,6,938,2
1-550213097,1,2,1,1349,8
1-550213097,1,8,2,24467,1
1-550213097,1,7,1,317777,3
1-550213097,1,3,5,11022,1
1-557297151,1,1,2,2.999999999,1
1-557297151,1,2,1,72,2
1-557297151,1,2,2,1.000000003,1
1-557297151,1,4,1,126,6
1-557297151,1,6,2,22,1
1-557297151,1,2,1,61,2
1-557297151,1,2,1,54663,7
1-557297151,1,7,1,317782,3
1-557297151,1,3,5,5260,2
1-559795575,1,2,1,5767,6
1-559795575,1,6,1,41,2
1-559795575,1,2,1,3752,2
1-559795575,1,2,1,351,2
1-559795575,1,2,1,9.000000008,2
1-559795575,1,2,1,23.99999999,2
1-559795575,1,2,1,37.00000001,2
1-559795575,1,2,1,36.99999999,6
1-559795575,1,6,4,6112,1
1-559795575,1,6,1,345517,3
1-559795575,1,3,5,10784,1
1-565045794,1,1,7,4.000000003,1
1-565045794,1,7,1,2.999999999,2
1-565045794,1,2,1,139,6
1-565045794,1,6,2,57.00000001,1
1-565045794,1,4,1,57.00000001,6
1-565045794,1,6,1,12853,2
1-565045794,1,2,1,644,2
1-565045794,1,2,1,3434,4
1-565045794,1,4,1,7.000000002,6
1-565045794,1,6,2,1356,1
1-565045794,1,4,1,428,8
1-565045794,1,8,1,11189,2
1-565045794,1,2,1,55,6
1-565045794,1,6,3,340986,5
1-567358917,1,1,2,7.999999995,1
1-567358917,1,2,1,29,2
1-567358917,1,2,2,1252,1
1-567358917,1,2,1,14676,7
1-567358917,1,7,1,332142,3
1-567358917,1,3,5,11018,1
1-577292898,1,1,2,5.000000006,1
1-577292898,1,2,1,4197,2
1-577292898,1,2,1,1630,2
1-577292898,1,2,1,25841,8
1-577292898,1,8,2,8898,1
1-577292898,1,2,1,24,2
1-577292898,1,2,1,8767,7
1-577292898,1,7,1,263234,3
1-577292898,1,3,5,11015,1
1-578864726,1,1,1,6.999999991,2
1-578864726,1,1,2,7.999999995,1
1-578864726,1,2,1,741,2
1-578864726,1,2,1,5794,3
1-578864726,1,3,2,308,1
1-578864726,1,2,1,191870,3
1-578864726,1,3,5,10527,1
1-580893958,1,1,2,7.000000002,1
1-580893958,1,2,1,7.000000002,8
1-580893958,1,8,1,39222,2
1-580893958,1,2,1,9588,2
1-580893958,1,2,1,25,2
1-580893958,1,2,2,30,1
1-580893958,1,2,1,20329,7
1-580893958,1,7,1,237268,3
1-580893958,1,3,5,11014,2
1-580987781,1,6,1,11539,6
1-580987781,1,6,1,291134,3
1-580987781,1,3,5,10735,1
1-583200733,1,1,6,59,6
1-583200733,1,6,6,4364,1
1-583200733,1,8,1,299621,9
1-587101946,1,1,2,8.000000005,1
1-587101946,1,2,1,287,6
1-587101946,1,6,1,8489,7
1-587101946,1,7,6,218926,1
1-587101946,1,2,1,5.999999999,3
1-587101946,1,3,5,815,1
1-593737913,1,1,8,7.000000002,8
1-593737913,1,8,8,4321,1
1-593737913,1,8,1,50327,8
1-593737913,1,8,1,221866,3
1-594260021,1,1,2,23,1
1-594260021,1,2,1,345,2
1-594260021,1,2,2,1.000000003,1
1-594260021,1,2,1,12059,7
1-594260021,1,7,1,263132,3
1-594260021,1,3,5,11012,1
1-597436480,1,1,2,5.000000006,1
1-597436480,1,2,1,7.000000002,2
1-597436480,1,2,2,22,1
1-597436480,1,8,8,1332,1
1-597436480,1,8,1,272206,10
1-597436480,1,10,3,2.999999999,5
1-601328051,1,1,2,12.00000001,1
1-601328051,1,2,1,234,4
1-601328051,1,4,1,261745,4
1-601328051,1,4,1,59,3
1-601328051,1,3,5,11051,1
1-603556351,1,1,4,5.999999999,1
1-603556351,1,4,1,286,2
1-603556351,1,2,1,168,4
1-603556351,1,4,1,32987,6
1-603556351,1,6,3,224763,5
1-603749197,1,1,2,4.999999995,1
1-603749197,1,2,1,15,2
1-603749197,1,2,1,21875,2
1-603749197,1,2,1,16.99999999,2
1-603749197,1,2,1,1325,6
1-603749197,1,6,1,1072,8
1-603749197,1,8,8,1906,1
1-603749197,1,3,5,814,1
1-604144478,1,1,2,3.999999992,1
1-604144478,1,2,1,986,2
1-604144478,1,2,2,5.999999999,1
1-604144478,1,4,1,15,2
1-604144478,1,2,1,14842,8
1-604144478,1,8,1,241406,3
1-604144478,1,3,5,11010,2
1-605313141,1,6,3,248758,5
1-605956457,1,1,2,1.999999996,1
1-605956457,1,2,1,2030,2
1-605956457,1,2,1,13452,6
1-605956457,1,6,1,35,2
1-605956457,1,2,1,121,4
1-605956457,1,4,1,18.00000001,8
1-605956457,1,8,2,50,1
1-605956457,1,4,1,7.000000002,2
1-605956457,1,2,1,1.999999996,2
1-605956457,1,2,1,13,4
1-605956457,1,4,1,2837,2
1-605956457,1,2,1,231860,3
1-605956457,1,3,5,10619,1
1-606902814,1,1,2,1019,1
1-606902814,1,2,1,21911,6
1-606902814,1,6,3,223545,5
1-609835209,1,1,2,5.999999999,1
1-609835209,1,2,1,165,2
1-609835209,1,2,1,97,4
1-609835209,1,4,1,916,2
1-609835209,1,2,1,606,7
1-609835209,1,7,1,241408,3
1-609835209,1,3,5,11009,1
1-611261188,1,1,2,18,1
1-611261188,1,2,1,23,2
1-611261188,1,2,1,206,2
1-611261188,1,2,1,44.00000001,1
1-611261188,1,1,6,4.999999995,6
1-611261188,1,6,6,4320,1
1-611261188,1,6,1,73.00000001,2
1-611261188,1,2,1,19,2
1-611261188,1,2,1,214,4
1-611261188,1,4,1,1073,2
1-611261188,1,2,1,7116,8
1-611261188,1,8,1,226055,3
1-611261188,1,3,5,11008,2
1-613379581,1,6,1,234889,3
1-613379581,1,3,5,10729,1
1-614948909,1,1,2,15,1
1-614948909,1,2,1,1477,4
1-614948909,1,4,1,363,2
1-614948909,1,2,1,31,4
1-614948909,1,4,1,762,6
1-614948909,1,6,1,202,2
1-614948909,1,2,1,11,4
1-614948909,1,4,1,122,2
1-614948909,1,2,1,99,2
1-614948909,1,2,1,191317,8
1-614948909,1,8,1,40228,3
1-614948909,1,3,5,11007,1
1-617858557,1,1,2,26,1
1-617858557,1,2,1,26.99999999,8
1-617858557,1,8,3,41.00000001,4
1-617858557,1,2,1,36.99999999,6
1-617858557,1,6,2,1423,1
1-617858557,1,4,1,52030,2
1-617858557,1,2,1,23,6
1-617858557,1,6,4,1854,1
1-617858557,1,6,4,442,1
1-617858557,1,6,1,64.99999999,6
1-617858557,1,6,4,362,1
1-617858557,1,4,1,902,6
1-617858557,1,6,2,5868,1
1-617858557,1,6,2,7481,1
1-617858557,1,4,1,112408,3
1-617858557,1,3,5,9114,1
1-618854217,1,1,2,12,1
1-618854217,1,2,1,1164,8
1-618854217,1,8,2,123,1
1-618854217,1,6,3,152424,2
1-618854217,1,2,1,12.00000001,4
1-618854217,1,4,1,116,6
1-618854217,1,6,3,2552,5
1-619069761,1,1,6,12.00000001,2
1-619069761,1,6,2,39,1
1-619069761,1,2,1,95.00000001,2
1-619069761,1,2,1,8.999999998,2
1-619069761,1,2,1,5397,4
1-619069761,1,4,1,182,2
1-619069761,1,2,1,142,6
1-619069761,1,6,2,113,2
1-619069761,1,2,1,46,3
1-619069761,1,3,5,859,1
1-620611187,1,1,2,8.999999998,1
1-620611187,1,2,1,15,2
1-620611187,1,2,1,220499,6
1-620611187,1,6,3,1356,5
1-620858291,1,1,2,26.99999999,1
1-620858291,1,2,1,110,2
1-620858291,1,2,1,134,2
1-620858291,1,2,1,171,2
1-620858291,1,2,1,172529,8
1-620858291,1,8,1,40228,3
1-620858291,1,3,5,11006,1
1-621825480,1,1,2,5.000000006,1
1-621825480,1,2,1,3309,2
1-621825480,1,2,1,1207,6
1-621825480,1,6,1,114,2
1-621825480,1,2,1,6051,2
1-621825480,1,2,1,4022,6
1-621825480,1,6,1,84,2
1-621825480,1,2,1,15565,2
1-621825480,1,2,1,102427,2
1-621825480,1,2,1,11301,8
1-621825480,1,8,1,63429,3
1-621825480,1,3,5,10891,1
1-623778166,1,1,2,5.000000006,1
1-623778166,1,2,1,7314,2
1-623778166,1,2,1,204458,2
1-623778166,1,2,1,18,3
1-623778166,1,3,5,445,2
1-626766981,1,6,1,11,6
1-626766981,1,6,1,190058,6
1-626766981,1,6,1,1756,3
1-626766981,1,3,5,10725,1
1-627819166,1,1,1,5.000000006,2
1-627819166,1,1,2,3.00000001,1
1-627819166,1,2,1,356,2
1-627819166,1,2,1,15,2
1-627819166,1,2,1,16254,2
1-627819166,1,2,1,2035,6
1-627819166,1,6,2,395,1
1-627819166,1,2,1,782,6
1-627819166,1,6,2,2981,1
1-627819166,1,2,1,4199,4
1-627819166,1,4,1,84,2
1-627819166,1,2,1,5280,1
1-627819166,1,1,2,1.000000003,1
1-627819166,1,2,1,68178,2
1-627819166,1,2,1,209,2
1-627819166,1,2,1,16,8
1-627819166,1,8,4,7.000000002,1
1-627819166,1,8,1,63198,3
1-627819166,1,3,5,10860,1
1-627973205,1,2,1,7.000000002,2
1-627973205,1,2,1,166,2
1-627973205,1,2,1,4.999999995,1
1-627973205,1,1,2,15.00000001,1
1-627973205,1,2,1,2.999999999,2
1-627973205,1,2,1,1.999999996,2
1-627973205,1,2,1,16,2
1-627973205,1,2,1,17,2
1-627973205,1,2,1,58.99999999,2
1-627973205,1,2,1,5.000000006,2
1-627973205,1,2,1,1122,2
1-627973205,1,2,1,4.000000003,2
1-627973205,1,2,1,54.99999999,2
1-627973205,1,2,1,64.00000001,2
1-627973205,1,2,1,48.99999999,2
1-627973205,1,2,1,5882,2
1-627973205,1,2,2,9.000000008,1
1-627973205,1,2,1,11402,2
1-627973205,1,2,1,19,2
1-627973205,1,2,1,1359,8
1-627973205,1,8,1,5665,2
1-627973205,1,2,1,8.999999998,2
1-627973205,1,2,1,33,7
1-627973205,1,7,1,21384,2
1-627973205,1,2,1,31,4
1-627973205,1,4,1,30,1
1-627973205,1,10,6,52,6
1-627973205,1,2,1,8946,2
1-627973205,1,2,1,1086,2
1-627973205,1,2,1,2.999999999,2
1-627973205,1,2,1,8.999999998,3
1-627973205,1,3,5,5.999999999,1
1-629364071,1,1,2,1405,1
1-629364071,1,2,1,1399,6
1-629364071,1,6,4,3017,1
1-629364071,1,3,5,10547,1
1-629883996,1,1,2,4.000000003,1
1-629883996,1,2,1,4229,2
1-629883996,1,2,1,5566,2
1-629883996,1,2,1,4.999999995,2
1-629883996,1,2,1,86.00000001,4
1-629883996,1,4,1,31,3
1-629883996,1,3,5,593,1
1-629883996,1,2,1,1456,2
1-629883996,1,2,2,19,1
1-629883996,1,3,1,8821,4
1-629883996,1,2,1,890,8
1-629883996,1,8,4,4380,1
1-629883996,1,6,2,269,1
1-629883996,1,6,1,4005,2
1-629883996,1,2,1,29271,2
1-629883996,1,2,1,5.999999999,6
1-629883996,1,6,2,1224,1
1-629883996,1,8,1,21.00000001,8
1-629883996,1,8,2,1716,1
1-629883996,1,2,1,23948,3
1-629883996,1,3,5,11001,1
1-630181491,1,1,2,4.000000003,1
1-630181491,1,2,1,19,2
1-630181491,1,2,2,5.999999999,1
1-630181491,1,4,1,1330,8
1-630181491,1,8,8,2940,1
1-630181491,1,3,5,1.000000003,1
1-632620937,1,1,6,1.999999996,2
1-632620937,1,6,2,5.000000006,1
1-632620937,1,4,1,58.99999999,8
1-632620937,1,8,3,171591,5
1-634340171,1,1,4,2.000000007,1
1-634340171,1,4,1,1744,4
1-634340171,1,4,1,5458,3
1-634340171,1,3,5,192453,2
1-634738521,1,8,6,105988,1
1-634738521,1,2,1,8.999999998,2
1-634738521,1,2,1,86.00000001,2
1-634738521,1,2,1,2695,6
1-634738521,1,6,2,5439,2
1-634738521,1,4,1,158,6
1-634738521,1,6,1,12907,6
1-634738521,1,6,1,112,3
1-634738521,1,3,5,922,1
1-635268712,1,1,2,10,1
1-635268712,1,2,1,5923,2
1-635268712,1,2,1,8.999999998,2
1-635268712,1,2,1,1.000000003,2
1-635268712,1,2,1,77,4
1-635268712,1,4,1,939,2
1-635268712,1,2,1,102419,2
1-635268712,1,2,1,198,2
1-635268712,1,2,1,10,8
1-635268712,1,8,1,12,8
1-635268712,1,8,1,38910,2
1-635268712,1,2,1,24291,3
1-635268712,1,3,5,10853,1
1-635375181,1,1,2,2.999999999,1
1-635375181,1,2,1,1548,2
1-635375181,1,2,1,3841,2
1-635375181,1,2,1,103884,2
1-635375181,1,2,1,1230,8
1-635375181,1,8,1,1596,2
1-635375181,1,2,1,60599,3
1-635375181,1,3,5,10804,1
1-636928149,1,1,2,7.000000002,1
1-636928149,1,2,1,237,2
1-636928149,1,2,1,2729,2
1-636928149,1,2,1,102545,2
1-636928149,1,2,1,986,2
1-636928149,1,2,1,60651,3
1-636928149,1,3,5,10798,1
1-637842042,1,1,2,15.00000001,1
1-637842042,1,2,1,26,2
1-637842042,1,2,2,185,1
1-637842042,1,4,1,109,4
1-637842042,1,4,1,790,10
1-637842042,1,10,3,326,1
1-637842042,1,2,1,1101,2
1-637842042,1,2,1,188,2
1-637842042,1,2,1,1151,2
1-637842042,1,2,1,76,2
1-637842042,1,2,1,101239,8
1-637842042,1,8,1,60268,3
1-637842042,1,3,5,10748,2
1-638018481,1,2,2,1.000000003,1
1-638018481,1,4,1,89464,11
1-638018481,1,11,6,74312,7
1-638289351,1,1,8,7.000000002,8
1-638289351,1,8,8,4325,1
1-638289351,1,3,5,809,1
1-638742591,1,1,2,7.999999995,2
1-638742591,1,2,2,7.999999995,1
1-638742591,1,2,1,60,6
1-638742591,1,6,6,4267,1
1-638742591,1,2,1,1029,4
1-638742591,1,4,1,3147,2
1-638742591,1,2,1,9.000000008,6
1-638742591,1,6,1,22,2
1-638742591,1,2,1,39.99999999,2
1-638742591,1,2,1,1080,2
1-638742591,1,2,1,375,2
1-638742591,1,2,1,7167,2
1-638742591,1,2,1,1024,2
1-638742591,1,2,1,191,2
1-638742591,1,2,1,10016,2
1-638742591,1,2,1,10,4
1-638742591,1,4,1,1396,2
1-638742591,1,2,1,17501,2
1-638742591,1,2,1,4.999999995,2
1-638742591,1,2,1,73185,8
1-638742591,1,8,1,40235,3
1-638742591,1,3,5,10994,1
1-638841644,1,1,6,29,1
1-638841644,1,6,1,60.00000001,8
1-638841644,1,8,8,4272,1
1-638945511,1,2,1,45.99999999,6
1-638945511,1,6,4,108015,1
1-638945511,1,11,1,43371,3
1-638945511,1,3,5,19293,1
1-642373523,1,1,2,7.999999995,1
1-642373523,1,2,1,500,8
1-642373523,1,8,1,100,8
1-642373523,1,8,2,5450,1
1-642373523,1,6,2,12.00000001,2
1-642373523,1,2,1,5952,6
1-642373523,1,6,2,3684,1
1-642373523,1,8,2,4300,1
1-642373523,1,3,2,35,1
1-642373523,1,2,1,10269,8
1-642373523,1,8,1,43123,3
1-642373523,1,3,5,10736,2
1-642402641,1,6,1,155698,3
1-642402641,1,3,5,10717,1
1-642411971,1,1,6,10,1
1-642411971,1,6,1,12,9
1-642411971,1,9,1,4267,2
1-642411971,1,2,1,35,4
1-642411971,1,4,1,77.99999999,6
1-642411971,1,6,3,158368,5
1-642714990,1,1,2,2.999999999,1
1-642714990,1,2,1,98.00000001,8
1-642714990,1,8,1,77,8
1-642714990,1,8,1,5439,2
1-642714990,1,2,1,4380,4
1-642714990,1,4,1,81,2
1-642714990,1,2,2,2.999999999,1
1-642714990,1,8,1,9874,2
1-642714990,1,2,1,50382,3
1-642714990,1,3,5,10731,1
1-642761396,1,1,2,5.999999999,1
1-642761396,1,2,1,35,8
1-642761396,1,8,1,10155,2
1-642761396,1,2,1,26.99999999,2
1-642761396,1,2,1,83069,8
1-642761396,1,8,1,63341,3
1-642761396,1,3,5,10990,1
1-642781041,1,1,3,162827,5
1-642781041,1,3,5,163287,1
1-643338463,1,1,8,19,8
1-643338463,1,8,8,4324,1
1-643546500,1,1,2,3.999999992,1
1-643546500,1,2,1,2863,2
1-643546500,1,2,1,23.99999999,4
1-643546500,1,4,1,5774,2
1-643546500,1,2,1,146563,3
1-643546500,1,3,5,10987,2
1-643684191,1,8,1,152703,3
1-643684191,1,3,5,10802,1
1-643733486,1,1,2,1.999999996,1
1-643733486,1,2,1,2740,2
1-643733486,1,2,1,70,4
1-643733486,1,4,1,19,2
1-643733486,1,2,1,5782,2
1-643733486,1,2,1,86496,8
1-643733486,1,8,1,60258,3
1-643733486,1,3,5,10719,1
1-644761840,1,1,2,15,1
1-644761840,1,2,1,1799,8
1-644761840,1,8,1,1427,2
1-644761840,1,2,1,71,2
1-644761840,1,2,1,54537,2
1-644761840,1,2,1,2716,2
1-644761840,1,2,1,30263,2
1-644761840,1,2,1,257,8
1-644761840,1,8,1,2517,2
1-644761840,1,2,1,413,8
1-644761840,1,8,1,60267,3
1-644761840,1,3,5,10710,1
1-647788578,1,1,1,8.999999998,2
1-647788578,1,1,2,8.999999998,1
1-647788578,1,2,1,1.000000003,2
1-647788578,1,2,1,297,2
1-647788578,1,2,1,97875,1
1-647788578,1,1,2,60346,1
1-647788578,1,2,1,5803,6
1-647788578,1,6,6,1.000000003,3
1-647953636,1,1,2,50.00000001,1
1-647953636,1,2,1,209,8
1-647953636,1,8,2,6926,2
1-647953636,1,2,1,2.999999999,2
1-647953636,1,2,1,20285,3
1-647953636,1,3,5,10691,1
1-648471635,1,1,6,5.999999999,2
1-648471635,1,6,2,23,1
1-648471635,1,8,1,242,2
1-648471635,1,2,1,1277,6
1-648471635,1,6,2,2477,2
1-648471635,1,1,2,23.99999999,1
1-648471635,1,2,1,802,6
1-648471635,1,6,1,10568,2
1-648471635,1,2,2,2.999999999,1
1-648471635,1,4,1,9.999999991,2
1-648471635,1,2,1,2.000000007,1
1-648471635,1,1,2,1.000000003,1
1-648471635,1,2,1,76793,8
1-648471635,1,8,1,54510,3
1-648471635,1,3,5,10686,1
1-648654669,1,1,6,143,1
1-648654669,1,6,1,148456,1
1-648654669,1,1,3,994,5
1-648654669,1,3,5,12039,1
1-649830550,1,1,6,2.000000007,1
1-649830550,1,6,1,1077,2
1-649830550,1,2,1,793,6
1-649830550,1,6,3,4604,1
1-649830550,1,6,3,12963,5
1-649830550,1,2,1,517,2
1-649830550,1,2,1,608,2
1-649830550,1,2,1,147,3
1-649830550,1,3,5,92456,1
1-649950870,1,1,2,6.000000009,1
1-649950870,1,2,1,2928,2
1-649950870,1,2,2,125,1
1-649950870,1,6,2,22.00000001,1
1-649950870,1,2,1,105,2
1-649950870,1,2,1,1146,2
